data_referencia,codigo,ticker_bbg,emissor,tipo_remuneracao,remuneracao,data_vcto,tx_compra,tx_venda,tx_indicativa,pu_indicativo,desp_pad,intervalo_indicativo_min,intervalo_indicativo_ax,PU_pct_par,duration,ref_ntnb,z_spread,lei_12431,vna,pu_par,RTG_SP_NATIONAL,RTG_FITCH_NATIONAL,AMT_OUTSTANDING,PAYMENT_RANK,COLLAT_TYP,CALLABLE,DUR_ADJ_MID,BICS_LEVEL_1_SECTOR_NAME,CPN_TYP,ISSUE_DT,AMT_OUTSTANDING,INDUSTRY_SECTOR,INDUSTRY_GROUP
4/24/2026,RUMOA2,AX754677     Corp,RUMO S/A,IPCA SPREAD,"IPCA + 4,5000%",15/02/2029,8.9126,8.4566,8.6842,1385.809566,0.162,8.5222,8.8462,93.5188,426.7611,15/08/2028,1.9031,SIM,1470.2487,1481.850623,brAA+ *-,AAA(bra) *-,600000000,Sr Unsecured,SR UNSECURED,N,1.147935637,Industrials,FIXED,19.mar.2019,600000000,Industrial,Transportation
4/24/2026,RUMOA3,ZQ494928     Corp,RUMO S/A,IPCA SPREAD,"IPCA + 3,9000%",15/10/2029,8.975,8.4757,8.712,1326.967822,0.1914,8.5207,8.9035,90.0204,580.8444,15/08/2028,1.8537,SIM,1445.26731,1474.075378,#N/A N/A,AAA(bra) *-,906856000,Sr Unsecured,SR UNSECURED,N,1.72294038,Industrials,FIXED,06.nov.2019,906856000,Industrial,Transportation
4/24/2026,RUMOA5,BN894028     Corp,RUMO S/A (*) (**),IPCA SPREAD,"IPCA + 3,6000%",15/12/2030,8.835,8.3657,8.5304,1176.338381,0.1762,8.3542,8.7067,85.5831,837.2254,15/08/2030,1.5898,SIM,1357.62711,1374.498359,#N/A N/A,AAA(bra) *-,376523000,Sr Unsecured,SR UNSECURED,N,2.658021128,Industrials,FIXED,03.fev.2021,376523000,Industrial,Transportation
4/24/2026,RUMOA7,ZI907487     Corp,RUMO S/A (*),IPCA SPREAD,"IPCA + 5,7600%",15/08/2029,8.5239,8.3189,8.4294,1060.147157,0.048,8.3814,8.4775,92.7769,756.2588,15/05/2029,1.913,SIM,1131.31357,1142.683907,#N/A N/A,AAA(bra) *-,750000000,Sr Unsecured,SR UNSECURED,N,2.656683832,Industrials,FIXED,15.ago.2023,750000000,Industrial,Transportation
4/24/2026,RUMOB3,ZQ495240     Corp,RUMO S/A,IPCA SPREAD,"IPCA + 4,0000%",15/10/2029,8.9473,8.478,8.6574,1305.750318,0.1822,8.4752,8.8397,90.2623,585.2955,15/08/2028,1.6124,SIM,1445.26731,1446.617569,#N/A N/A,AAA(bra) *-,222280000,Sr Unsecured,SR UNSECURED,N,1.740164414,Industrials,FIXED,06.nov.2019,222280000,Industrial,Transportation
4/24/2026,RUMOB7,ZI907589     Corp,RUMO S/A (*),IPCA SPREAD,"IPCA + 6,1830%",15/05/2033,8.6177,8.1945,8.3377,1036.671525,0.2477,8.0901,8.5855,89.3295,1402.6102,15/05/2033,2.0484,SIM,1131.31357,1160.502361,#N/A N/A,AAA(bra) *-,750000000,Sr Unsecured,SR UNSECURED,N,5.163562682,Industrials,FIXED,15.ago.2023,750000000,Industrial,Transportation
4/24/2026,SBSPA1,ZD475139     Corp,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*),DI SPREAD,"DI + 0,4900%",20/02/2029,0.7144,0.3565,0.5285,1023.699288,0.0634,0.4651,0.592,99.9097,594.3999,,0.5285,NÃO,1000,1024.62468,#N/A N/A,AAA(bra),507000000,Sr Unsecured,SR UNSECURED,Y,2.199827701,Utilities,FLOATING,20.fev.2024,507000000,Utilities,Water
4/24/2026,SBSPF3,YR290656     Corp,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*),IPCA SPREAD,"IPCA + 7,3837%",15/01/2040,7.5032,7.2687,7.3409,1087.736694,0.096,7.2449,7.437,100.3384,2136.4675,15/05/2037,1.3339,SIM,1063.72893,1084.068304,#N/A N/A,AAA(bra),1300000000,Sr Unsecured,SR UNSECURED,N,7.578710481,Utilities,FIXED,15.jan.2025,1300000000,Utilities,Water
4/24/2026,SIMH16,ZM023026     Corp,SIMPAR S.A. (*),DI SPREAD,"DI + 3,2000%",20/12/2029,6.4893,4.7503,5.6696,992.201351,0.1572,5.5124,5.8268,93.8247,674.5449,,5.6696,NÃO,,,#N/A N/A,AA(bra),850000000,Sr Unsecured,SR UNSECURED,N,2.287324347,Financials,FLOATING,20.dez.2022,850000000,Financial,Investment Companies
4/24/2026,SPRZ11,AQ431876     Corp,ESPERANZA TRANSMISSORA DE ENERGIA S.A (*),IPCA SPREAD,"IPCA + 6,7968%",15/09/2030,7.3419,7.2084,7.2728,691.015435,0.1097,7.1631,7.3826,99.1172,501.5026,15/08/2028,0.961,SIM,692.275101,697.169731,#N/A N/A,AAA(bra),38976000,Sr Unsecured,SR UNSECURED,N,1.271548857,Utilities,FIXED,15.nov.2017,38976000,Utilities,Electric
4/24/2026,SUMI15,ZH986113     Corp,GIGA MAIS FIBRA TELECOMUNICACOES S.A. (*) (**),DI SPREAD,"DI + 3,2000%",30/10/2028,40.5824,10.1943,14.5144,731.293954,0.5828,13.9317,15.0973,89.9863,246.6887,,14.5144,NÃO,750.000125,812.672395,brA,#N/A N/A,87499979.56,Sr Unsecured,SR UNSECURED,N,#N/A N/A,Communications,FLOATING,30.out.2023,87499979.56,Communications,Telecommunications
4/24/2026,SUMI17,YV230090     Corp,GIGA MAIS FIBRA TELECOMUNICACOES S.A. (*),IPCA SPREAD,"IPCA + 7,7490%",15/07/2031,14.4124,12.4423,13.4372,906.506521,1.3917,12.0456,14.829,81.8726,966.0123,15/08/2030,7.1786,SIM,1085.46203,1107.216232,brA,#N/A N/A,336220000,Secured,SR SECURED,N,3.081667636,Communications,FIXED,15.jul.2024,336220000,Communications,Telecommunications
4/24/2026,SUMI18,YT289371     Corp,GIGA MAIS FIBRA TELECOMUNICACOES S.A. (*),IPCA SPREAD,"IPCA + 8,5214%",15/10/2031,14.3276,12.0303,13.1451,908.21117,0.857,12.288,14.0022,84.3148,1018.8056,15/05/2031,6.9666,SIM,1075.07151,1077.166795,#N/A N/A,#N/A N/A,250000000,Sr Unsecured,SR UNSECURED,N,3.301278034,Communications,FIXED,15.out.2024,250000000,Communications,Telecommunications
4/24/2026,SUMI37,YV735418     Corp,GIGA MAIS FIBRA TELECOMUNICACOES S.A. (*),IPCA SPREAD,"IPCA + 8,0993%",15/07/2034,13.6616,12.6431,13.2198,865.378552,0.5041,12.7157,13.7241,78.0906,1309.81,15/08/2032,7.1914,SIM,1085.46203,1108.17214,#N/A N/A,#N/A N/A,213780000,Secured,SR SECURED,N,4.277997716,Communications,FIXED,15.jul.2024,213780000,Communications,Telecommunications
4/24/2026,SUZBA0,ZI920799     Corp,SUZANO S.A. (*),IPCA SPREAD,"IPCA + 6,1889%",15/09/2038,7.1961,6.8732,7.0078,1068.958105,0.0743,6.9335,7.0821,93.8823,2056.2258,15/05/2037,0.8804,SIM,1131.31357,1138.615753,#N/A N/A,AAA(bra),2000000000,Sr Unsecured,SR UNSECURED,N,7.251661663,Materials,FIXED,15.set.2023,2000000000,Basic Materials,Forest Products&Paper
4/24/2026,SVEA16,YI445878     Corp,SOLVI ESSENCIS AMBIENTAL S.A. (*),DI SPREAD,"DI + 2,5000%",12/11/2035,2.7329,2.4561,2.5723,1036.398583,0.075,2.4973,2.6474,99.7015,1067.7504,,2.5723,NÃO,1000,1039.501419,#N/A N/A,#N/A N/A,400000000,Sr Unsecured,SR UNSECURED,N,2.838477013,Industrials,FLOATING,12.nov.2025,400000000,Industrial,Environmental Control
4/24/2026,TAEE26,ZS849190     Corp,TRANS. ALIANÇA DE ENERGIA ELÉTRICA S/A (*) (**),IPCA SPREAD,"IPCA + 5,5000%",15/05/2044,7.3399,6.9528,7.1447,1286.903768,0.2371,6.9076,7.382,87.9877,2039.7883,15/05/2037,0.9788,SIM,1429.719908,1462.594826,#N/A N/A,#N/A N/A,206325000,Secured,SR SECURED,N,6.756032126,Utilities,FIXED,24.mai.2019,206325000,Utilities,Electric
4/24/2026,TAEEA2,BP601940     Corp,TRANS. ALIANÇA DE ENERGIA ELÉTRICA S/A,IPCA SPREAD,"IPCA + 4,7605%",15/05/2036,7.3029,7.0665,7.2,1146.829821,0.0436,7.1565,7.2437,84.7574,1785.1994,15/05/2035,0.8395,SIM,1326.61697,1353.07384,#N/A N/A,AAA(bra),100000000,Sr Unsecured,SR UNSECURED,N,6.388887752,Utilities,FIXED,20.mai.2021,100000000,Utilities,Electric
4/24/2026,TAEEA6,YV902117     Corp,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A. (*),DI SPREAD,"DI + 0,5500%",15/09/2031,0.9486,0.5351,0.7434,1008.31148,0.0905,0.653,0.834,99.304,915.2952,,0.7434,NÃO,1000,1015.378503,#N/A N/A,#N/A N/A,400000000,Sr Unsecured,SR UNSECURED,Y,2.627355252,Utilities,FLOATING,15.set.2024,400000000,Utilities,Electric
4/24/2026,TAEEB0,DC496220     Corp,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A. (*),IPCA SPREAD,"IPCA + 6,4712%",15/12/2040,7.1003,6.8812,7.0503,978.846839,0.1082,6.9421,7.1585,93.574,3084.9019,15/08/2050,0.7544,SIM,1024.17536,1046.067647,#N/A N/A,#N/A N/A,600000000,Sr Unsecured,SR UNSECURED,Y,#N/A N/A,Utilities,FIXED,15.dez.2025,600000000,Utilities,Electric
4/24/2026,TAEEC4,ZH155210     Corp,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,IPCA SPREAD,"IPCA + 6,2709%",15/09/2038,7.3845,7.056,7.1854,1060.532293,0.1146,7.0708,7.3002,93.2313,2044.8366,15/05/2037,1.0693,SIM,1130.13892,1137.527596,#N/A N/A,#N/A N/A,385904000,Sr Unsecured,SR UNSECURED,N,7.185502927,Utilities,FIXED,15.set.2023,385904000,Utilities,Electric
4/24/2026,TFLEA3,ZF033381     Corp,LOCALIZA FLEET S.A. (*),DI SPREAD,"DI + 1,8500%",20/12/2028,1.5021,1.1129,1.3031,1065.244708,0.0477,1.2554,1.351,101.1696,544.7134,,1.3031,NÃO,1000,1052.92943,#N/A N/A,#N/A N/A,700000000,Sr Unsecured,SR UNSECURED,Y,2.003155281,Consumer Discretionary,FLOATING,20.dez.2023,700000000,"Consumer, Cyclical",Retail
4/24/2026,TFLEA6,YS270137     Corp,LOCALIZA FLEET S.A. (*),DI SPREAD,"DI + 1,4500%",11/12/2031,1.5813,1.2959,1.4284,1056.793528,0.0154,1.4131,1.4439,100.0701,829.9585,,1.4284,NÃO,1000,1056.052739,#N/A N/A,#N/A N/A,1000000000,Sr Unsecured,SR UNSECURED,Y,2.341469044,Consumer Discretionary,FLOATING,11.dez.2024,1000000000,"Consumer, Cyclical",Retail
4/24/2026,TRPLB4,ZH742226     Corp,ISA ENERGIA BRASIL S.A. (*),IPCA SPREAD,"IPCA + 6,4364%",15/10/2038,7.4979,7.2159,7.3514,1052.608141,0.0639,7.2875,7.4153,93.221,2050.0702,15/05/2037,1.2303,SIM,1127.47804,1129.153789,#N/A N/A,#N/A N/A,1116214000,Sr Unsecured,SR UNSECURED,N,7.305660432,Utilities,FIXED,15.out.2023,1116214000,Utilities,Electric
4/24/2026,TRPLC5,ZB114010     Corp,ISA ENERGIA BRASIL S.A. (*),DI SPREAD,"DI + 0,9700%",15/03/2034,1.2937,0.6385,0.9756,1015.577967,0.4289,0.5467,1.4046,99.975,1136.6948,,0.9756,NÃO,1000,1015.83208,#N/A N/A,#N/A N/A,130300000,Sr Unsecured,SR UNSECURED,N,3.011549873,Utilities,FLOATING,15.mar.2024,130300000,Utilities,Electric
4/24/2026,TSSG13,YW081324     Corp,TRANSPORTADORA ASSOCIADA DE GAS S.A. - TAG (*),DI SPREAD,"DI + 0,9800%",20/06/2029,0.8805,0.3763,0.6576,1058.414538,0.0407,0.6169,0.6984,100.8054,632.5175,,0.6576,NÃO,1000,1049.958562,#N/A N/A,AAA(bra),3000000000,Sr Unsecured,SR UNSECURED,N,2.358412095,Energy,FLOATING,20.jun.2024,3000000000,Energy,Pipelines
4/24/2026,UQFN14,BS000814     Corp,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,DI SPREAD,"DI + 1,9000%",15/10/2026,1.2759,0.7025,1.0277,94.483836,0.0499,0.9779,1.0777,100.4102,120,,1.0277,NÃO,93.75,94.097819,#N/A N/A,AA-(bra),56250000,Sr Unsecured,SR UNSECURED,N,#N/A N/A,Health Care,FLOATING,18.out.2021,56250000,"Consumer, Non-cyclical",Pharmaceuticals
4/24/2026,UTPS22,BM513763     Corp,USINA TERMELETRICA PAMPA SUL S.A.,IPCA SPREAD,"IPCA + 5,7500%",15/10/2036,8.1495,8.0135,8.0703,1230.254223,0.0137,8.0566,8.0842,88.3676,1415.0594,15/05/2033,1.6145,SIM,1390.34891,1392.200882,brAA+,AA(bra),432000000,Secured,SR SECURED,N,4.367189492,Utilities,FIXED,16.nov.2020,432000000,Utilities,Electric
4/24/2026,VAMO17,ZJ054979     Corp,"VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A.",DI SPREAD,"DI + 2,1700%",15/06/2028,3.8371,,3.4566,1044.774889,0.3899,3.0667,3.8465,98.8082,240.0395,,3.4566,NÃO,1000,1057.376829,#N/A N/A,AA(bra),250000000,Sr Unsecured,SR UNSECURED,N,0.664379066,Industrials,FLOATING,15.jun.2023,250000000,"Consumer, Cyclical",Distribution/Wholesale
4/24/2026,VIXL18,YW867118     Corp,VIX LOGÍSTICA S/A (*),DI SPREAD,"DI + 2,0000%",11/06/2030,1.6003,0.8904,1.3116,1075.563067,0.1111,1.2005,1.4228,101.651,610.5666,,1.3116,NÃO,1000,1058.093929,#N/A N/A,AA-(bra),842735000,Sr Unsecured,SR UNSECURED,N,1.773483402,Industrials,FLOATING,11.jun.2024,842735000,Industrial,Transportation
4/24/2026,VLIM26,YS093729     Corp,VLI MULTIMODAL S/A (*),IPCA SPREAD,"IPCA + 6,7166%",15/11/2036,7.6583,7.3444,7.4798,1047.080731,0.0542,7.4255,7.5341,95.1605,1744.1856,15/05/2035,1.4217,SIM,1070.37543,1100.331434,#N/A N/A,AAA(bra),500000000,Sr Unsecured,SR UNSECURED,N,6.332240784,Industrials,FIXED,15.nov.2024,500000000,Industrial,Transportation
4/24/2026,YDUQ17,BS730898     Corp,YDUQS PARTICIPACOES S.A (*),DI SPREAD,"DI + 0,7800%",29/11/2027,1.0037,0.5328,0.7742,1058.558097,0.0459,0.7283,0.8202,100.008,350.8444,,0.7742,NÃO,1000,1058.473283,brAAA,#N/A N/A,300000000,Sr Unsecured,SR UNSECURED,Y,1.360129377,Consumer Discretionary,FLOATING,30.nov.2021,300000000,"Consumer, Non-cyclical",Commercial Services
4/24/2026,YDUQA1,YT659473     Corp,YDUQS PARTICIPACOES S.A (*),DI SPREAD,"DI + 1,0500%",29/11/2031,1.1508,0.8349,1.0164,1060.829302,0.0266,0.9898,1.0432,100.1184,896.5001,,1.0164,NÃO,1000,1059.575172,#N/A N/A,#N/A N/A,300000000,Sr Unsecured,SR UNSECURED,N,2.643352371,Consumer Discretionary,FLOATING,29.nov.2024,300000000,"Consumer, Non-cyclical",Commercial Services
4/24/2026,YDUQA2,DC559238     Corp,YDUQS PARTICIPACOES S.A (*),DI SPREAD,"DI + 0,7000%",23/12/2029,1.4036,0.8634,1.0978,1036.738134,0.1735,0.9243,1.2713,98.8884,713.753,,1.0978,NÃO,1000,1048.391746,#N/A N/A,#N/A N/A,500000000,Sr Unsecured,SR UNSECURED,N,2.671554307,Consumer Discretionary,FLOATING,23.dez.2025,500000000,"Consumer, Non-cyclical",Commercial Services
4/24/2026,ACOV15,YN741767     Corp,ACO VERDE DO BRASIL S/A (*),DI SPREAD,"DI + 1,1000%",10/06/2032,2.3024,1.2196,1.4432,1045.849509,0.3724,1.0707,1.8157,99.0972,673.1814,,1.4432,NÃO,1000,1055.37741,#N/A N/A,#N/A N/A,204250000,Sr Unsecured,SR UNSECURED,Y,1.888604162,Materials,FLOATING,10.jun.2025,204250000,Industrial,Metal Fabricate/Hardware
4/24/2026,AEAB11,BX579061     Corp,AES CAJUINA AB1 HOLDINGS S.A. (*),IPCA SPREAD,"IPCA + 7,0718%",15/06/2044,7.6125,7.4767,7.56,1193.269956,0.05,7.51,7.6101,96.5742,1915.007,15/05/2037,1.5994,SIM,1206.465092,1235.598849,#N/A N/A,WD,913772225.1,Sr Unsecured,SR UNSECURED,N,5.787130433,Utilities,FIXED,15.jun.2022,913772225.1,Utilities,Electric
4/24/2026,AEGP17,BP184096     Corp,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**),DI SPREAD,"DI + 2,1500%",12/04/2027,5.7309,1.8776,4.0329,329.465901,0.0697,3.9632,4.1026,98.3404,230.8624,,4.0329,NÃO,333.35,335.026084,#N/A N/A,#N/A N/A,155167751.2,Sr Unsecured,SR UNSECURED,Y,0.644359302,Utilities,FLOATING,20.abr.2021,155167751.2,Utilities,Water
4/24/2026,AEGPA8,YX263855     Corp,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),PREFIXADO,"PREFIXADO + 16,3433%",15/01/2031,,,16.0584,1049.669328,0.0989,15.9595,16.1575,100.8263,846.5697,,5.6179,SIM,1000,1041.067427,#N/A N/A,#N/A N/A,2685650000,Sr Unsecured,SR UNSECURED,N,2.721271801,Utilities,FIXED,09.out.2023,2685650000,Utilities,Water
4/24/2026,AESLA8,YU570988     Corp,RGE SUL DISTRIBUIDORA DE ENERGIA S/A (*),DI SPREAD,"DI + 0,4900%",10/09/2029,0.7367,0.3789,0.5854,1015.347966,0.0406,0.5447,0.6261,99.7754,596.998,,0.5854,NÃO,1000,1017.633384,#N/A N/A,AAA(bra),603000000,Sr Unsecured,SR UNSECURED,Y,1.816729354,Utilities,FLOATING,10.set.2024,603000000,Utilities,Electric
4/24/2026,AHGD13,YO128106     Corp,ATHON GERACAO DISTRIBUIDA S/A (*),IPCA SPREAD,"IPCA + 7,3293%",15/09/2041,8.5406,8.3088,8.4098,0.960312,0.1303,8.2794,8.5402,94.2266,1473.5995,15/05/2033,2.2291,SIM,1.011458,1.019152,#N/A N/A,AAA(bra),188830765.1,Sr Unsecured,SR UNSECURED,N,4.265979456,Energy,FIXED,15.set.2024,188830765.1,Energy,Energy-Alternate Sources
4/24/2026,ALGTA4,ZG801735     Corp,ALGAR TELECOM S/A (*),IPCA SPREAD,"IPCA + 6,3243%",15/11/2033,8.4347,8.1902,8.3003,1052.484061,0.1471,8.1532,8.4476,91.3377,1230.1653,15/08/2032,2.0355,SIM,1122.68373,1152.300331,brAA,#N/A N/A,700000000,Sr Unsecured,SR UNSECURED,N,4.17575108,Communications,FIXED,15.nov.2023,700000000,Communications,Telecommunications
4/24/2026,ANET12,ZN848299     Corp,AMERICA NET S.A. (*),IPCA SPREAD,"IPCA + 8,9619%",15/11/2030,10.5415,9.9765,10.2935,1182.626793,0.033,10.2604,10.3266,96.9059,649.5456,15/05/2029,4.5656,SIM,1176.71244,1220.386196,brA+,#N/A N/A,300000000,Secured,SR SECURED,N,1.646427365,Communications,FIXED,15.nov.2022,300000000,Communications,Telecommunications
4/24/2026,ASER12,ZD082602     Corp,AGUAS DO SERTAO S.A. (*),IPCA SPREAD,"IPCA + 8,4051%",15/12/2043,11.417,10.9707,11.2304,1012.406872,0.165,11.0654,11.3955,82.7323,1779.9713,15/05/2035,5.4854,SIM,1189.707453,1223.713539,#N/A N/A,#N/A N/A,1100000000,Secured,SR SECURED,N,5.704539418,Utilities,FIXED,01.fev.2024,1100000000,Utilities,Water
4/24/2026,AZZA12,YL791666     Corp,AZZAS 2154 S.A. (*),DI SPREAD,"DI + 1,2500%",15/08/2030,3.5963,0.9916,1.5781,1017.422508,0.3387,1.2393,1.9169,99.0505,742.4767,,1.5781,NÃO,1000,1027.175635,brAA+,#N/A N/A,600000000,Sr Unsecured,SR UNSECURED,Y,2.055473085,Consumer Discretionary,FLOATING,15.ago.2025,600000000,"Consumer, Cyclical",Retail
4/24/2026,BCPSA4,ZD181681     Corp,CLARO S/A,DI SPREAD,"DI + 1,2000%",20/02/2027,0.5574,0.2521,0.4223,1032.071343,0.07,0.3523,0.4924,100.6058,197.3192,,0.4223,NÃO,1000,1025.856366,#N/A N/A,#N/A N/A,3000000000,Sr Unsecured,SR UNSECURED,N,0.665332142,Communications,FLOATING,20.fev.2024,3000000000,Communications,Telecommunications
4/24/2026,BLMN12,AQ374816     Corp,BELO MONTE TRANSMISSORA DE ENERGIA SPE S.A.,IPCA SPREAD,"IPCA + 7,1358%",15/12/2031,7.1723,6.9906,7.0719,1129.285693,0.048,7.0239,7.1201,100.1346,568.4082,15/08/2028,0.9322,SIM,1100.946591,1127.767589,#N/A N/A,AAA(bra),399070749.8,Secured,SR SECURED,N,1.402512955,Utilities,FIXED,15.nov.2017,399070749.8,Utilities,Electric
4/24/2026,BSA319,YS534973     Corp,"B3 S/A - BRASIL, BOLSA, BALCÃO (*)",DI SPREAD,"DI + 0,5900%",08/01/2031,0.8083,0.3135,0.5779,1042.412474,0.0449,0.5331,0.6229,100.0381,798.2953,,0.5779,NÃO,1000,1042.015327,#N/A N/A,#N/A N/A,1700000000,Sr Unsecured,SR UNSECURED,Y,2.267123511,Financials,FLOATING,08.jan.2025,1700000000,Financial,Diversified Finan Serv
4/24/2026,BTCL12,YQ206775     Corp,BRAZIL TOWER CESSAO DE INFRA-ESTRUTURAS S.A. (*),IPCA SPREAD,"IPCA + 10,7609%",15/02/2039,10.4537,9.9795,10.1414,1108.338197,0.0799,10.0615,10.2214,103.1837,1416.6793,15/05/2033,4.4196,SIM,1054.715,1074.140963,#N/A N/A,#N/A N/A,625000000,Secured,SR SECURED,N,4.427123752,Communications,FIXED,15.dez.2024,625000000,Communications,Telecommunications
4/24/2026,BTEL33,YO531546     Corp,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A. (*),IPCA SPREAD,"IPCA + 8,4500%",15/04/2035,,,8.7046,1026.930749,0.3447,8.3599,9.0494,98.6181,1493.408,15/05/2033,2.6177,SIM,1039.31181,1041.321082,brAA,#N/A N/A,195083000,Sr Unsecured,SR UNSECURED,N,5.248103745,Communications,FIXED,23.abr.2025,195083000,Communications,Telecommunications
4/24/2026,CAJS12,BZ414939     Corp,CONCESSIONARIA AGUAS DE JUTURNAIBA S/A (*),IPCA SPREAD,"IPCA + 6,8500%",15/09/2037,,7.3173,7.6871,980.759242,0.6209,7.0662,8.3081,96.4643,1152.7637,15/05/2031,1.3842,SIM,1009.515523,1016.707404,#N/A N/A,AAA(bra),132114451.2,Sr Unsecured,SR UNSECURED,N,3.114771546,Utilities,FIXED,15.set.2022,132114451.2,Utilities,Water
4/24/2026,CBOH11,YK216519     Corp,CBO HOLDING S.A. (*),DI SPREAD,"DI + 1,9000%",28/08/2029,1.8457,1.4419,1.6437,1014.854738,0.0243,1.6194,1.6681,100.4262,425.8211,,1.6437,NÃO,1000,1010.547679,#N/A N/A,#N/A N/A,522500000,Secured,SR SECURED,Y,1.345019822,Energy,FLOATING,28.ago.2025,522500000,Energy,Oil&Gas Services
4/24/2026,CEAD11,AS702613     Corp,CEA II CENTRAIS EOLICAS ASSURUA II SPE S/A,IPCA SPREAD,"IPCA + 6,6605%",15/06/2030,8.2813,8.0689,8.1602,811.979153,0.033,8.1272,8.1933,97.4004,472.279,15/08/2028,1.9719,SIM,815.089144,833.650757,#N/A N/A,#N/A N/A,84530065.25,Secured,SR SECURED,N,1.136379085,Utilities,FIXED,16.mai.2018,84530065.25,Energy,Energy-Alternate Sources
4/24/2026,CEAL12,YK018190     Corp,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A. (*),IPCA SPREAD,"IPCA + 7,3239%",15/08/2037,7.834,7.6164,7.7368,1017.3788,0.09,7.6468,7.8269,97.3336,1768.0641,15/05/2035,1.7107,SIM,1032.13996,1045.249817,#N/A N/A,#N/A N/A,250000000,Sr Unsecured,SR UNSECURED,N,6.123949917,Utilities,FIXED,15.ago.2025,250000000,Utilities,Electric
4/24/2026,CEAP12,ZI267297     Corp,COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*) (**),IPCA SPREAD,"IPCA + 6,5000%",15/07/2030,7.9215,7.6263,7.7611,1109.784673,0.0808,7.6802,7.842,96.2138,824.7064,15/08/2030,1.4331,SIM,1134.30473,1153.456619,brAA+,#N/A N/A,195000000,Sr Unsecured,SR UNSECURED,N,2.736429578,Government,FIXED,15.jul.2023,195000000,Utilities,Electric
4/24/2026,CEBD25,BX606516     Corp,CEB DISTRIBUICAO S/A (*) (**),DI SPREAD,"DI + 1,7200%",20/06/2029,1.4099,0.4185,0.9943,1068.803356,0.0155,0.9787,1.0099,101.5503,542.2041,,0.9943,NÃO,1000,1052.486591,brAAA,#N/A N/A,200000000,Sr Unsecured,SR UNSECURED,Y,1.553016458,Utilities,FLOATING,20.jun.2022,200000000,Utilities,Electric
4/24/2026,CEED17,YU345759     Corp,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),IPCA SPREAD,"IPCA + 6,6493%",15/09/2036,7.8164,7.5777,7.6963,1020.198816,0.1402,7.5561,7.8367,93.6273,1687.5671,15/05/2035,1.5716,SIM,1082.14887,1089.638679,brAA+,#N/A N/A,420000000,Sr Unsecured,SR UNSECURED,N,5.818570314,Utilities,FIXED,15.set.2024,420000000,Utilities,Electric
4/24/2026,CEPEC1,BS185454     Corp,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),IPCA SPREAD,"IPCA + 5,8750%",15/10/2031,7.7029,7.509,7.6181,1186.786309,0.1087,7.5094,7.7269,93.7565,991.5035,15/08/2030,1.0396,SIM,1264.0989,1265.818308,brAAA,#N/A N/A,200000000,Sr Unsecured,COMPANY GUARNT,N,3.280729544,Utilities,FIXED,29.out.2021,200000000,Utilities,Electric
4/24/2026,CERT11,YQ170142     Corp,CONCESSIONARIA ECOVIAS RAPOSO-CASTELO S.A (*),IPCA SPREAD,"IPCA + 8,1773%",15/03/2029,7.5071,7.187,7.381,1177.428734,0.4188,6.9622,7.7999,102.1394,722,15/05/2029,1.2401,SIM,1054.715,1152.766822,brAAA,#N/A N/A,2200000000,Sr Unsecured,SR UNSECURED,N,2.540690425,Industrials,FIXED,15.fev.2025,2200000000,"Consumer, Non-cyclical",Commercial Services
4/24/2026,CESE22,ZH197319     Corp,CELSE - CENTRAIS ELETRICAS DE SERGIPE S.A. (*) (**),DI SPREAD,"DI + 2,5000%",15/09/2028,1.4577,0.7075,1.0361,776.848503,0.2541,0.7819,1.2903,101.8013,313.8734,,1.0361,NÃO,750,763.102702,brAAA,#N/A N/A,2025000000,Sr Unsecured,SR UNSECURED,Y,0.858826036,Utilities,FLOATING,15.set.2023,2025000000,Utilities,Electric
4/24/2026,CESPA3,ZB611454     Corp,CESP-COMPANHIA ENERGETICA DE SAO PAULO (*),IPCA SPREAD,"IPCA + 6,1661%",15/04/2034,7.7391,7.4673,7.5804,1021.472859,0.1337,7.4467,7.7142,92.7199,1431.7306,15/05/2033,1.1928,SIM,1100.1072,1101.675567,#N/A N/A,AAA(bra),1100000000,Sr Unsecured,SR UNSECURED,N,4.923458857,Utilities,FIXED,15.abr.2024,1100000000,Utilities,Electric
