data_referencia,codigo,ticker_bbg,emissor,tipo_remuneracao,remuneracao,data_vcto,tx_compra,tx_venda,tx_indicativa,pu_indicativo,desp_pad,intervalo_indicativo_min,intervalo_indicativo_ax,PU_pct_par,duration,ref_ntnb,z_spread,lei_12431,vna,pu_par,RTG_SP_NATIONAL,RTG_FITCH_NATIONAL,AMT_OUTSTANDING,PAYMENT_RANK,COLLAT_TYP,CALLABLE,DUR_ADJ_MID,BICS_LEVEL_1_SECTOR_NAME,CPN_TYP,ISSUE_DT,AMT_OUTSTANDING,INDUSTRY_SECTOR,INDUSTRY_GROUP
4/24/2026,ALUP18,YU830153     Corp,ALUPAR INVESTIMENTO S/A (*),IPCA SPREAD,"IPCA + 6,4986%",15/10/2034,7.5365,7.3075,7.3739,1028.173362,0.1239,7.25,7.4979,95.2166,1503.3707,15/05/2033,1.0363,SIM,1078.20806,1079.825599,#N/A N/A,AAA(bra),850000000,Sr Unsecured,SR UNSECURED,N,5.239446833,Utilities,FIXED,15.out.2024,850000000,Utilities,Electric
4/24/2026,APPSB2,ZF939746     Corp,AUTOPISTA PLANALTO SUL S/A (*),DI SPREAD,"DI + 2,1500%",15/09/2028,1.6045,1.2,1.4183,641.416393,0.0397,1.3786,1.4581,100.9015,315.0435,,1.4183,NÃO,624.99975,635.685655,brAAA,#N/A N/A,218749912.5,Sr Unsecured,SR UNSECURED,Y,0.851943731,Industrials,FLOATING,15.jan.2024,218749912.5,Industrial,Engineering&Construction
4/24/2026,ARML14,ZD779715     Corp,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*),DI SPREAD,"DI + 1,9000%",15/03/2032,3.1658,2.4132,2.7415,987.896212,0.3285,2.4129,3.0701,97.1545,881.5306,,2.7415,NÃO,1000,1016.830461,#N/A N/A,AA-(bra),694350000,Sr Unsecured,SR UNSECURED,Y,2.35043398,Industrials,FLOATING,15.mar.2024,694350000,"Consumer, Non-cyclical",Commercial Services
4/24/2026,ARTRA5,ZB473478     Corp,ARTERIS S/A (*),DI SPREAD,"DI + 2,4000%",12/04/2029,2.394,1.8313,2.1781,1008.833116,0.2216,1.9565,2.3998,100.3708,430.1526,,2.1781,NÃO,1000,1005.105995,brAA+,#N/A N/A,1000000000,Sr Unsecured,SR UNSECURED,Y,1.243078798,Industrials,FLOATING,12.abr.2024,1000000000,"Consumer, Non-cyclical",Commercial Services
4/24/2026,ASAI18,ZG725723     Corp,SENDAS DISTRIBUIDORA S/A (*),DI SPREAD,"DI + 1,8500%",22/12/2027,2.8264,2.036,2.4031,1044.720007,0.2593,2.1438,2.6625,99.2203,364.0674,,2.4031,NÃO,1000,1052.92943,#N/A N/A,AAA(bra),400000000,Sr Unsecured,SR UNSECURED,Y,1.300637166,Consumer Discretionary,FLOATING,22.dez.2023,400000000,"Consumer, Cyclical",Distribution/Wholesale
4/24/2026,ASAI22,BP906722     Corp,SENDAS DISTRIBUIDORA S/A (*),DI SPREAD,"DI + 1,9500%",20/05/2028,2.593,2.1429,2.3643,1061.466298,0.0371,2.3272,2.4016,99.4583,337.324,,2.3643,NÃO,1000,1067.247727,#N/A N/A,AAA(bra),660000000,Sr Unsecured,SR UNSECURED,Y,0.984170108,Consumer Discretionary,FLOATING,01.jun.2021,660000000,"Consumer, Cyclical",Distribution/Wholesale
4/24/2026,ASAIA0,YX988372     Corp,SENDAS DISTRIBUIDORA S/A (*),DI SPREAD,"DI + 1,2500%",20/06/2029,2.702,2.3606,2.5343,1022.735665,0.0816,2.4527,2.616,97.3216,541.4809,,2.5343,NÃO,1000,1050.882386,#N/A N/A,AAA(bra),1800000000,Sr Unsecured,SR UNSECURED,Y,#N/A N/A,Consumer Discretionary,FLOATING,20.jun.2024,1800000000,"Consumer, Cyclical",Distribution/Wholesale
4/24/2026,ASSR21,ZB094377     Corp,ASSURUA 5 ENERGIA S.A (*),IPCA SPREAD,"IPCA + 7,1071%",15/06/2041,8.5704,8.294,8.433,895.725994,0.1264,8.3066,8.5595,92.3263,1601.9216,15/05/2035,2.4438,SIM,947.189329,970.173756,#N/A N/A,AA(bra),511402533.3,Secured,SR SECURED,N,4.626273757,Energy,FIXED,15.mar.2024,511402533.3,Energy,Energy-Alternate Sources
4/24/2026,AXIA18,DF893722     Corp,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*),IPCA SPREAD,"IPCA + 6,8000%",15/02/2033,7.726,7.4598,7.5549,987.704779,0.0798,7.4751,7.6347,96.2091,1378.8263,15/05/2033,1.3129,SIM,1015.95793,1026.622655,#N/A N/A,#N/A N/A,1267100000,Sr Unsecured,SR UNSECURED,N,4.957560938,Utilities,FIXED,15.fev.2026,1267100000,Utilities,Electric
4/24/2026,BION17,YK600756     Corp,BIOENERGETICA VALE DO PARACATU S/A. (*),IPCA SPREAD,"IPCA + 10,1044%",15/10/2032,10.6103,9.7907,10.2455,1027.220339,0.3238,9.9216,10.5694,99.5126,960.8923,15/08/2030,4.279,SIM,1029.88807,1032.251153,#N/A N/A,#N/A N/A,139000000,Secured,SR SECURED,N,3.041698983,Energy,FIXED,15.set.2025,139000000,Energy,Energy-Alternate Sources
4/24/2026,BRIT11,BY791669     Corp,BRISANET PARTICIPACOES S.A.,DI SPREAD,"DI + 2,0000%",25/08/2027,4.0864,0.8581,1.0445,688.576854,0.1433,0.9012,1.1879,100.7381,197.1859,,1.0445,NÃO,666.667,683.531527,brAA-,#N/A N/A,200000100,Sr Unsecured,SR UNSECURED,N,#N/A N/A,Communications,FLOATING,25.ago.2022,200000100,Communications,Telecommunications
4/24/2026,BRKP28,ZO776498     Corp,BRK AMBIENTAL PARTICIPACOES S/A (*),IPCA SPREAD,"IPCA + 5,5365%",15/09/2034,8.6509,8.3111,8.4688,1215.772612,0.055,8.4138,8.5238,85.9897,1373.7116,15/05/2033,1.9975,SIM,1405.71857,1413.858062,#N/A N/A,#N/A N/A,305000000,Sr Unsecured,SR UNSECURED,N,4.566414166,Utilities,FIXED,02.out.2020,305000000,Utilities,Water
4/24/2026,CBAN12,ZQ986536     Corp,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,IPCA SPREAD,"IPCA + 5,0000%",15/07/2034,7.6405,7.2012,7.3962,1443.597932,0.1246,7.2716,7.5209,90.5554,1093.8043,15/05/2031,0.8343,SIM,1573.614916,1594.160801,#N/A N/A,AAA(bra),848735907.1,Secured,SR SECURED,N,3.236986381,Industrials,FIXED,10.dez.2019,848735907.1,"Consumer, Non-cyclical",Commercial Services
4/24/2026,CCROA5,BQ258035     Corp,MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A. (*),IPCA SPREAD,"IPCA + 4,8791%",15/11/2033,7.4299,7.1577,7.2786,943.50793,0.1048,7.1738,7.3836,88.7793,1307.6474,15/08/2032,0.7725,SIM,1041.476062,1062.756786,brAAA,#N/A N/A,431912019.6,Sr Unsecured,SR UNSECURED,N,4.193100717,Industrials,FIXED,29.jun.2021,431912019.6,"Consumer, Non-cyclical",Commercial Services
4/24/2026,CCROA7,YW459093     Corp,MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A. (*),DI SPREAD,"DI + 0,7500%",12/07/2029,0.6899,0.4643,0.5778,1044.594529,0.03,0.5478,0.608,100.3185,468.589,,0.5778,NÃO,1000,1041.278344,brAAA,#N/A N/A,2250000000,Sr Unsecured,SR UNSECURED,Y,1.315040897,Industrials,FLOATING,12.jul.2024,2250000000,"Consumer, Non-cyclical",Commercial Services
4/24/2026,CDES11,YS098096     Corp,VPORTS AUTORIDADE PORTUARIA S/A (*),IPCA SPREAD,"IPCA + 8,0361%",15/12/2038,7.5443,6.9919,7.2159,1155.504395,0.1819,7.034,7.3979,105.1055,1659.9352,15/05/2035,1.3205,SIM,1070.0979,1099.375322,#N/A N/A,AAA(bra),400000000,Sr Unsecured,SR UNSECURED,N,5.437686269,Industrials,FIXED,10.dez.2024,400000000,Industrial,Transportation
4/24/2026,CEAB22,BW714681     Corp,C E A MODAS S.A.,DI SPREAD,"DI + 2,4000%",13/05/2028,1.4769,0.7618,1.1802,813.166305,0.029,1.1512,1.2092,101.0793,226.6839,,1.1802,NÃO,750,804.483363,#N/A N/A,AA(bra),176250088.1,Sr Unsecured,SR UNSECURED,N,0.981364434,Consumer Discretionary,FLOATING,19.mai.2022,176250088.1,Communications,Internet
4/24/2026,CEAP17,YS228296     Corp,COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*),IPCA SPREAD,"IPCA + 7,9091%",15/12/2036,7.8993,7.5751,7.6774,1113.51914,0.114,7.5633,7.7915,101.407,1640.8786,15/05/2035,1.7732,SIM,1069.26574,1098.069276,brAA+,#N/A N/A,250000000,Sr Unsecured,SR UNSECURED,N,5.659588057,Government,FIXED,15.dez.2024,250000000,Utilities,Electric
4/24/2026,CEED12,ZM122734     Corp,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),IPCA SPREAD,"IPCA + 7,1498%",15/12/2029,7.7686,7.4858,7.6232,1185.053245,0.0542,7.5689,7.6775,98.6095,799.943,15/05/2029,1.4566,SIM,1173.1297,1201.76404,brAA+,#N/A N/A,250000000,Sr Unsecured,SR UNSECURED,N,2.830418108,Utilities,FIXED,15.dez.2022,250000000,Utilities,Electric
4/24/2026,CEEDA0,YJ871018     Corp,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),DI SPREAD,"DI + 0,6500%",15/10/2032,0.9877,0.7679,0.8906,994.136113,0.0732,0.8174,0.9639,99.0753,979.4859,,0.8906,NÃO,1000,1003.415155,#N/A N/A,#N/A N/A,2700000000,Sr Unsecured,SR UNSECURED,Y,2.738465331,Utilities,FLOATING,15.out.2025,2700000000,Utilities,Electric
4/24/2026,CEPEA4,ZB050323     Corp,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),DI SPREAD,"DI + 1,1800%",18/03/2029,1.2395,0.7698,0.9998,1019.224124,0.1542,0.8456,1.1542,100.4316,608.9404,,0.9998,NÃO,1000,1014.84435,brAAA,#N/A N/A,500000000,Sr Unsecured,SR UNSECURED,Y,2.262707445,Utilities,FLOATING,18.mar.2024,500000000,Utilities,Electric
4/24/2026,CGASA1,YW771149     Corp,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),IPCA SPREAD,"IPCA + 6,3763%",15/07/2034,7.5388,7.3719,7.4599,1036.048971,0.0957,7.3642,7.5557,93.7372,1599.0776,15/05/2035,1.3329,SIM,1087.25364,1105.269535,#N/A N/A,#N/A N/A,750000000,Sr Unsecured,SR UNSECURED,N,5.754421689,Utilities,FIXED,15.jul.2024,750000000,Utilities,Gas
4/24/2026,CGOS18,YU383085     Corp,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),DI SPREAD,"DI + 1,0000%",15/09/2030,0.9715,0.6925,0.8285,1020.576427,0.0348,0.7937,0.8633,100.4638,686.5056,,0.8285,NÃO,1000,1015.864413,brAAA,#N/A N/A,1392150000,Sr Unsecured,SR UNSECURED,Y,2.016323494,Utilities,FLOATING,15.set.2024,1392150000,Utilities,Electric
4/24/2026,CGOS24,ZH789567     Corp,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),IPCA SPREAD,"IPCA + 6,4407%",15/10/2031,7.9421,7.6527,7.8094,1073.893377,0.1095,7.6999,7.919,95.1277,982.4299,15/08/2030,1.3217,SIM,1127.22068,1128.897132,brAAA,#N/A N/A,480000000,Sr Unsecured,SR UNSECURED,N,3.243799294,Utilities,FIXED,15.out.2023,480000000,Utilities,Electric
4/24/2026,CGOSA0,YK017234     Corp,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),IPCA SPREAD,"IPCA + 7,3239%",15/08/2037,7.8177,7.5621,7.6944,1020.193346,0.1107,7.5837,7.8052,97.6028,1769.2169,15/05/2035,1.668,SIM,1032.13996,1045.249817,#N/A N/A,#N/A N/A,750000000,Sr Unsecured,SR UNSECURED,N,6.120955822,Utilities,FIXED,15.ago.2025,750000000,Utilities,Electric
4/24/2026,CMTR19,ZM035937     Corp,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),DI SPREAD,"DI + 1,3300%",15/12/2027,0.9286,0.5517,0.7248,707.191056,0.0453,0.6795,0.7701,100.6121,256.8995,,0.7248,NÃO,666.667,702.888956,#N/A N/A,AAA(bra),466666900,Sr Unsecured,SR UNSECURED,Y,#N/A N/A,Utilities,FLOATING,15.dez.2022,466666900,Utilities,Electric
4/24/2026,CNRD12,DA909680     Corp,CONCESSIONARIA DA RODOVIA MS 306 S.A. (*),IPCA SPREAD,"IPCA + 7,6891%",15/05/2043,8.3117,8.0686,8.1083,1027.765412,0.0248,8.0835,8.1332,97.2493,1798.4482,15/05/2035,2.1752,SIM,1025.91925,1056.835543,#N/A N/A,#N/A N/A,725000000,Secured,SR SECURED,N,5.8911962,Industrials,FIXED,15.nov.2025,725000000,"Consumer, Non-cyclical",Commercial Services
4/24/2026,COGNA5,DC141284     Corp,COGNA EDUCACAO S.A (*),DI SPREAD,"DI + 0,6400%",17/11/2028,1.5134,1.2191,1.3335,1022.757767,0.0891,1.2444,1.4226,98.5348,541.1799,,1.3335,NÃO,1000,1037.966304,#N/A N/A,AA+(bra),1000000000,Sr Unsecured,SR UNSECURED,Y,1.99717906,Consumer Discretionary,FLOATING,17.nov.2025,1000000000,"Consumer, Non-cyclical",Commercial Services
4/24/2026,COLNA3,YM740025     Corp,RODOVIAS DAS COLINAS S/A (*),DI SPREAD,"DI + 0,8000%",15/01/2032,1.008,0.8827,0.9479,1034.683676,0.0307,0.9172,0.9787,99.5268,814.6402,,0.9479,NÃO,1000,1039.602709,brAA+,#N/A N/A,2000000000,Sr Unsecured,SR UNSECURED,Y,2.28185622,Industrials,FLOATING,15.jul.2025,2000000000,"Consumer, Non-cyclical",Commercial Services
4/24/2026,CONF11,BS933453     Corp,CONFLUENCIA ENERGIA S/A (*),IPCA SPREAD,"IPCA + 6,6018%",15/11/2041,8.2777,8.017,8.1395,1149.184247,0.0721,8.0674,8.2117,91.356,1555.023,15/05/2033,1.9262,SIM,1224.231772,1257.918654,#N/A N/A,AA-(bra) *-,195005142.4,Secured,SR SECURED,N,4.846347147,Energy,FIXED,08.dez.2021,195005142.4,Energy,Energy-Alternate Sources
4/24/2026,CPFGA2,BW904651     Corp,CPFL TRANSMISSAO S.A (*),IPCA SPREAD,"IPCA + 6,0265%",15/05/2031,7.5584,7.2874,7.385,1158.677721,0.0436,7.3414,7.4287,95.6184,884.2199,15/08/2030,1.0117,SIM,1182.03488,1211.773184,#N/A N/A,#N/A N/A,489000000,Sr Unsecured,SR UNSECURED,N,2.990531911,Utilities,FIXED,30.mai.2022,489000000,Utilities,Electric
4/24/2026,CPFPA6,ZD767942     Corp,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),DI SPREAD,"DI + 0,5700%",05/06/2028,0.7216,0.5714,0.6678,539.201675,0.0569,0.6108,0.7248,99.9026,252.6843,,0.6678,NÃO,529.411358,539.727561,#N/A N/A,AAA(bra),226352795.3,Sr Unsecured,SR UNSECURED,Y,#N/A N/A,Utilities,FLOATING,05.mar.2024,226352795.3,Utilities,Electric
4/24/2026,CPFPA7,YX016830     Corp,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),IPCA SPREAD,"IPCA + 6,2350%",15/04/2034,7.646,7.4075,7.5226,1025.943922,0.1261,7.3964,7.6488,93.3601,1430.1893,15/05/2033,1.1467,SIM,1097.32936,1098.910742,#N/A N/A,#N/A N/A,293000000,Sr Unsecured,SR UNSECURED,N,4.9386289,Utilities,FIXED,15.abr.2024,293000000,Utilities,Electric
4/24/2026,CPGT19,YU539158     Corp,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),DI SPREAD,"DI + 0,5200%",10/10/2029,0.7373,0.4053,0.5516,1004.412242,0.0733,0.4782,0.625,99.9335,533.367,,0.5516,NÃO,1000,1005.080707,#N/A N/A,#N/A N/A,800000000,Sr Unsecured,SR UNSECURED,Y,1.504091132,Utilities,FLOATING,10.out.2024,800000000,Utilities,Electric
4/24/2026,CPLD27,BX224920     Corp,COPEL DISTRIBUICAO S/A (*),DI SPREAD,"DI + 1,3600%",15/05/2027,1.0961,0.6709,0.8986,1069.069912,0.1097,0.789,1.0084,100.229,126.4488,,0.8986,NÃO,1000,1066.627833,#N/A N/A,#N/A N/A,450725000,Sr Unsecured,SR UNSECURED,Y,0.892063023,Utilities,FLOATING,15.mai.2022,450725000,Utilities,Electric
4/24/2026,CPREA0,ZG854450     Corp,CPFL ENERGIAS RENOVÁVEIS (*) (**),DI SPREAD,"DI + 1,1200%",12/12/2028,0.9365,0.4176,0.6799,1064.154412,0.0929,0.587,0.7728,100.9446,543.5234,,0.6799,NÃO,1000,1054.196799,#N/A N/A,#N/A N/A,190000000,Sr Unsecured,SR UNSECURED,Y,#N/A N/A,Energy,FLOATING,12.dez.2023,190000000,Energy,Energy-Alternate Sources
4/24/2026,CRNP13,YL879847     Corp,CONCESSIONARIA DE RODOVIAS NOROESTE PAULISTA S.A. (*),IPCA SPREAD,"IPCA + 8,3702%",15/12/2047,7.891,7.6656,7.7837,1113.127398,0.0842,7.6994,7.868,104.8834,2239.3711,15/08/2040,2.0758,SIM,1031.92348,1061.300196,brAA+,#N/A N/A,2050000000,Secured,SR SECURED,N,7.327718951,Industrials,FIXED,15.ago.2025,2050000000,"Consumer, Non-cyclical",Commercial Services
4/24/2026,CRTR12,YV511914     Corp,CONCESSIONARIA RODOVIAS DO TRIANGULO SPE S.A. (*),IPCA SPREAD,"IPCA + 7,3201%",15/08/2041,8.3496,7.9857,8.2039,1038.321014,0.1956,8.0083,8.3996,94.4796,1726.1776,15/05/2035,2.1886,SIM,1085.21232,1098.989334,#N/A N/A,A+(bra),1300000000,Sr Unsecured,SR UNSECURED,N,5.325267217,Industrials,FIXED,15.ago.2024,1300000000,Industrial,Transportation
4/24/2026,CSANA0,YW068978     Corp,COSAN S.A. (*),DI SPREAD,"DI + 1,0000%",28/06/2029,3.8121,2.8442,3.2829,997.752325,0.2894,2.9935,3.5725,95.2463,546.7978,,3.2829,NÃO,1000,1047.549211,#N/A N/A,A+(bra) *-,725000000,Sr Unsecured,SR UNSECURED,Y,1.547393722,Energy,FLOATING,28.jun.2024,725000000,Energy,Oil&Gas
4/24/2026,CSANC1,YT120928     Corp,COSAN S.A. (*),DI SPREAD,"DI + 1,3000%",08/01/2035,3.9298,3.0832,3.5927,936.415731,0.4782,3.1146,4.071,89.6854,1198.0366,,3.5927,NÃO,1000,1044.111456,#N/A N/A,A+(bra) *-,500000000,Sr Unsecured,SR UNSECURED,Y,4.479750945,Energy,FLOATING,08.nov.2024,500000000,Energy,Oil&Gas
4/24/2026,CSMGD1,YJ731060     Corp,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),DI SPREAD,"DI + 0,5200%",15/10/2035,1.1777,0.7894,1.0129,983.862356,0.1153,0.8976,1.1282,98.0544,1008.6627,,1.0129,NÃO,1000,1003.384279,#N/A N/A,#N/A N/A,300000000,Sr Unsecured,SR UNSECURED,Y,2.823820506,Utilities,FLOATING,15.out.2025,300000000,Utilities,Water
4/24/2026,CSMGE1,YJ774963     Corp,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),IPCA SPREAD,"IPCA + 8,3342%",15/10/2035,8.5448,8.3941,8.4397,1024.334614,0.0471,8.3926,8.4869,99.5482,1171.5438,15/05/2031,0.6883,NÃO,1027.02395,1028.983292,#N/A N/A,#N/A N/A,300000000,Sr Unsecured,SR UNSECURED,N,3.614870141,Utilities,FIXED,15.out.2025,300000000,Utilities,Water
4/24/2026,CSNAA5,YX024299     Corp,COMPANHIA SIDERÚRGICA NACIONAL (*),IPCA SPREAD,"IPCA + 6,8300%",15/04/2034,15.3515,11.9734,13.87,774.962758,0.0102,13.8598,13.8802,70.4989,1339.1316,15/08/2032,7.4894,SIM,1097.52754,1099.255377,#N/A N/A,BBB-(bra) *-,642926000,Sr Unsecured,SR UNSECURED,N,4.041185131,Materials,FIXED,15.abr.2024,642926000,Basic Materials,Iron/Steel
4/24/2026,CSNAA6,YT761883     Corp,COMPANHIA SIDERÚRGICA NACIONAL (*),IPCA SPREAD,"IPCA + 7,5888%",15/11/2034,14.7666,11.6914,13.145,816.462614,0.0613,13.0837,13.2064,73.8093,1460.5515,15/05/2033,7.1308,SIM,1072.35066,1106.178515,#N/A N/A,BBB-(bra) *-,437415000,Sr Unsecured,SR UNSECURED,N,4.469267291,Materials,FIXED,15.nov.2024,437415000,Basic Materials,Iron/Steel
4/24/2026,CSNAB4,ZJ889976     Corp,COMPANHIA SIDERÚRGICA NACIONAL (*),IPCA SPREAD,"IPCA + 6,8000%",15/07/2033,15.595,12.9313,14.3958,823.829399,0.3352,14.0606,14.7311,71.3122,1203.097,15/08/2032,8.1114,SIM,1135.21177,1155.24264,#N/A N/A,BBB-(bra) *-,180000000,Sr Unsecured,SR UNSECURED,N,3.889652626,Materials,FIXED,15.jul.2023,180000000,Basic Materials,Iron/Steel
4/24/2026,CSRN29,ZS808547     Corp,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN,IPCA SPREAD,"IPCA + 4,4986%",15/04/2029,7.7867,7.6546,7.7618,1371.837627,0.0654,7.6964,7.8274,94.4026,469.4469,15/08/2028,0.9028,SIM,1451.65685,1453.17855,#N/A N/A,#N/A N/A,38500000,Sr Unsecured,COMPANY GUARNT,N,1.31952164,Utilities,FIXED,22.mai.2019,38500000,Utilities,Electric
4/24/2026,CTEE2B,BS195336     Corp,ISA ENERGIA BRASIL S.A. (*),IPCA SPREAD,"IPCA + 5,8640%",15/10/2039,7.2981,7.106,7.225,1130.754134,0.0359,7.1891,7.261,89.2746,2208.7565,15/08/2040,1.1759,SIM,1264.88427,1266.601613,#N/A N/A,AAA(bra),281167000,Sr Unsecured,SR UNSECURED,N,7.834085041,Utilities,FIXED,28.out.2021,281167000,Utilities,Electric
4/24/2026,CTNSA3,YN206416     Corp,ENERGISA TOCANTINS - DISTRIBUIDORA DE ENERGIA S.A (*),IPCA SPREAD,"IPCA + 7,3000%",15/05/2035,7.7511,7.5106,7.6347,1048.889867,0.0988,7.5359,7.7335,98.1428,1513.8576,15/05/2033,1.5126,SIM,1037.23901,1068.738811,#N/A N/A,#N/A N/A,400000000,Sr Unsecured,SR UNSECURED,N,5.443818821,Utilities,FIXED,15.mai.2025,400000000,Utilities,Electric
4/24/2026,DASAB4,BM450045     Corp,DIAGNÓSTICOS DA AMÉRICA S/A (*) (**),DI SPREAD,"DI + 2,4000%",20/10/2027,3.1871,1.6341,2.3203,1002.637584,0.4905,1.8298,2.8108,100.0725,234.4215,,2.3203,NÃO,1000,1001.911699,#N/A N/A,#N/A N/A,124350000,Sr Unsecured,SR UNSECURED,Y,0.534235058,Health Care,FLOATING,11.nov.2020,124350000,"Consumer, Non-cyclical",Healthcare-Services
4/24/2026,EBAS13,ZG419641     Corp,EMPRESA BAIANA DE AGUAS E SANEAMENTO SA (*),IPCA SPREAD,"IPCA + 8,6000%",15/11/2035,8.6966,7.9946,8.3261,1176.457176,0.2592,8.0669,8.5854,100.9805,975.9782,15/08/2030,2.3534,SIM,1124.92857,1165.033474,#N/A N/A,#N/A N/A,220000000,Sr Unsecured,SR UNSECURED,N,#N/A N/A,Utilities,FIXED,15.nov.2023,220000000,Utilities,Water
4/24/2026,EDPR13,DC503062     Corp,EDP TRANSMISSAO GOIAS S.A. (*),DI SPREAD,"DI + 0,5200%",10/12/2030,0.7671,0.573,0.6266,1046.255257,0.0233,0.6032,0.65,99.7402,618.2267,,0.6266,NÃO,1000,1048.980384,#N/A N/A,#N/A N/A,900000000,Sr Unsecured,SR UNSECURED,Y,1.825434019,Utilities,FLOATING,10.dez.2025,900000000,Utilities,Electric
4/24/2026,EDVP18,BY615957     Corp,ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA S.A,DI SPREAD,"DI + 1,6000%",22/08/2027,0.7032,0.2616,0.4846,1034.752756,0.016,0.4686,0.5008,100.8613,196.094,,0.4846,NÃO,1000,1025.916866,#N/A N/A,AA+(bra),120000000,Sr Unsecured,SR UNSECURED,N,0.443670924,Utilities,FLOATING,23.ago.2022,120000000,Utilities,Electric
4/24/2026,EEELA1,YX257553     Corp,CPFL TRANSMISSAO S.A (*),IPCA SPREAD,"IPCA + 6,0994%",15/04/2034,7.6571,7.3547,7.4977,1017.957837,0.1395,7.3582,7.6373,92.7805,1434.7368,15/05/2033,1.1016,SIM,1095.62231,1097.167867,#N/A N/A,#N/A N/A,508000000,Sr Unsecured,SR UNSECURED,N,4.948856433,Utilities,FIXED,15.abr.2024,508000000,Utilities,Electric
4/24/2026,EEELB5,YO841035     Corp,CPFL TRANSMISSAO S.A (*),IPCA SPREAD,"IPCA + 6,9249%",15/05/2035,7.6058,7.381,7.4942,1034.242008,0.1333,7.3609,7.6276,96.8133,1531.8884,15/05/2033,1.3164,SIM,1038.34146,1068.285093,#N/A N/A,#N/A N/A,500000000,Sr Unsecured,SR UNSECURED,N,5.538656323,Utilities,FIXED,15.mai.2025,500000000,Utilities,Electric
4/24/2026,EGIE19,AZ976174     Corp,ENGIE BRASIL ENERGIA S.A.,IPCA SPREAD,"IPCA + 3,7000%",15/07/2026,8.9856,8.235,8.6505,737.074262,0.4411,8.2093,9.0917,98.969,56,,4.3631,SIM,724.001625,744.752392,#N/A N/A,AAA(bra),288047500,Sr Unsecured,SR UNSECURED,N,0.097643494,Utilities,FIXED,07.ago.2019,288047500,Utilities,Electric
4/24/2026,EGIEB4,YQ483859     Corp,ENGIE BRASIL ENERGIA S.A. (*),IPCA SPREAD,"IPCA + 7,5568%",15/01/2032,7.287,7.0351,7.2476,1152.140618,0.2087,7.039,7.4564,101.2108,1054.531,15/05/2031,1.408,SIM,1050.149,1138.357224,#N/A N/A,#N/A N/A,1000000000,Sr Unsecured,SR UNSECURED,N,3.614492246,Utilities,FIXED,20.fev.2025,1000000000,Utilities,Electric
4/24/2026,EKTR19,BP394597     Corp,ELEKTRO REDES S.A. (*) (**),DI SPREAD,"DI + 1,6000%",10/05/2026,1.2757,0.455,0.8244,535.654431,0.0986,0.7258,0.9231,100.0304,10,,0.8244,NÃO,500,535.491568,brAAA,#N/A N/A,0,Sr Unsecured,COMPANY GUARNT,Y,#N/A N/A,Utilities,FLOATING,13.mai.2021,0,Utilities,Electric
4/24/2026,EKTRA1,BY020834     Corp,ELEKTRO REDES S.A. (*) (**),DI SPREAD,"DI + 1,2800%",15/07/2027,1.1154,,1.0684,1043.342635,0.0253,1.0431,1.0939,100.2331,280.5162,,1.0684,NÃO,1000,1040.916616,brAAA,#N/A N/A,104000000,Sr Unsecured,SR UNSECURED,Y,1.01513712,Utilities,FLOATING,21.jul.2022,104000000,Utilities,Electric
4/24/2026,ELET42,ZS713671     Corp,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS,IPCA SPREAD,"IPCA + 5,1814%",15/05/2029,7.8318,7.5424,7.6674,1419.086636,0.123,7.5443,7.7905,95.6656,475.8167,15/08/2028,1.2023,SIM,1451.9029,1483.381708,brAAA,#N/A N/A,700000000,Sr Unsecured,SR UNSECURED,N,1.393435171,Utilities,FIXED,17.mai.2019,700000000,Utilities,Electric
